iter	Passed	Remaining
496	5243	5307
497	5250	5292
498	5257	5278
499	5264	5264
500	5270	5249
501	5277	5235
502	5283	5220
503	5290	5206
504	5296	5191
505	5303	5177
506	5309	5163
507	5315	5148
508	5322	5134
509	5328	5119
510	5336	5106
511	5342	5091
512	5349	5078
513	5355	5064
514	5362	5049
515	5369	5036
516	5375	5022
517	5382	5008
518	5389	4994
519	5395	4980
520	5403	4967
521	5410	4954
522	5417	4941
523	5424	4928
524	5432	4914
525	5439	4901
526	5446	4888
527	5454	4876
528	5461	4862
529	5469	4850
530	5476	4837
531	5483	4824
532	5490	4810
533	5497	4797
534	5503	4783
535	5510	4770
536	5516	4756
537	5523	4742
538	5529	4729
539	5535	4715
540	5550	4709
541	5556	4695
542	5562	4681
543	5569	4668
544	5575	4654
545	5582	4641
546	5588	4628
547	5594	4614
548	5602	4602
549	5611	4591
550	5619	4578
551	5626	4566
552	5633	4553
553	5639	4540
554	5647	4528
555	5655	4516
556	5662	4503
557	5669	4490
558	5676	4477
559	5682	4464
560	5689	4451
561	5695	4438
562	5703	4427
563	5718	4420
564	5734	4415
565	5754	4412
566	5775	4410
567	5798	4410
568	5819	4407
569	5839	4405
570	5859	4402
571	5876	4397
572	5893	4392
573	5911	4387
574	5929	4382
575	5951	4380
576	5972	4378
577	5991	4374
578	6009	4369
579	6022	4361
580	6031	4349
581	6038	4336
582	6045	4323
583	6051	4310
584	6058	4297
585	6064	4284
586	6070	4271
587	6077	4258
588	6082	4244
589	6089	4231
590	6094	4217
591	6100	4204
592	6106	4191
593	6112	4178
594	6118	4164
595	6125	4151
596	6131	4139
597	6137	4126
598	6144	4113
599	6150	4100
600	6157	4087
601	6163	4075
602	6171	4063
603	6178	4050
604	6184	4037
605	6190	4025
606	6197	4012
607	6203	3999
608	6210	3987
609	6216	3974
610	6223	3962
611	6229	3949
612	6236	3937
613	6243	3924
614	6249	3912
615	6255	3899
616	6262	3887
617	6268	3874
618	6274	3862
619	6282	3850
620	6288	3838
621	6295	3825
622	6311	3819
623	6317	3806
624	6324	3794
625	6331	3782
626	6338	3770
627	6345	3758
628	6352	3746
629	6359	3734
630	6367	3723
631	6374	3711
632	6381	3699
633	6388	3688
634	6395	3675
635	6401	3663
636	6407	3651
637	6413	3639
638	6420	3627
639	6426	3614
640	6432	3602
641	6438	3590
642	6445	3578
643	6452	3566
644	6458	3554
645	6465	3543
646	6471	3530
647	6477	3518
648	6483	3506
649	6489	3494
650	6495	3482
651	6501	3470
652	6507	3458
653	6514	3446
654	6521	3434
655	6528	3423
656	6536	3412
657	6543	3400
658	6549	3389
659	6556	3377
660	6562	3365
661	6569	3354
662	6575	3342
663	6582	3331
664	6589	3319
665	6595	3307
666	6601	3296
667	6608	3284
668	6615	3272
669	6621	3261
670	6638	3255
671	6644	3243
672	6651	3231
673	6658	3220
674	6665	3209
675	6672	3197
676	6679	3186
677	6686	3175
678	6693	3164
679	6701	3153
680	6708	3142
681	6723	3134
682	6730	3123
683	6737	3112
684	6743	3101
685	6750	3090
686	6757	3078
687	6764	3067
688	6770	3056
689	6777	3044
690	6783	3033
691	6790	3022
692	6796	3011
693	6803	2999
694	6809	2988
695	6816	2977
696	6823	2966
697	6830	2955
698	6836	2944
699	6843	2933
700	6850	2921
701	6856	2910
702	6863	2899
703	6869	2888
704	6876	2877
705	6884	2866
706	6891	2856
707	6899	2845
708	6906	2834
709	6913	2824
710	6922	2813
711	6929	2803
712	6937	2792
713	6944	2781
714	6951	2770
715	6958	2760
716	6965	2749
717	6973	2738
718	6981	2728
719	6994	2720
720	7001	2709
721	7008	2698
722	7015	2687
723	7021	2676
724	7027	2665
725	7033	2654
726	7039	2643
727	7045	2632
728	7051	2621
729	7058	2610
730	7065	2599
731	7071	2589
732	7078	2578
733	7096	2571
734	7108	2562
735	7118	2553
736	7129	2544
737	7139	2534
738	7149	2525
739	7160	2515
740	7169	2506
741	7180	2496
742	7190	2487
743	7200	2477
744	7210	2467
745	7220	2458
746	7230	2449
747	7241	2439
748	7253	2430
749	7264	2421
750	7275	2412
751	7286	2402
752	7295	2393
753	7306	2383
754	7316	2374
755	7327	2364
756	7339	2355
757	7349	2346
758	7360	2337
759	7370	2327
760	7380	2317
761	7391	2308
762	7402	2299
763	7412	2289
764	7422	2280
765	7432	2270
766	7444	2261
767	7455	2252
768	7467	2243
769	7480	2234
770	7491	2224
771	7501	2215
772	7511	2205
773	7520	2195
774	7529	2186
775	7540	2176
776	7550	2166
777	7560	2157
778	7569	2147
779	7578	2137
780	7587	2127
781	7597	2117
782	7606	2108
783	7616	2098
784	7627	2089
785	7637	2079
786	7649	2070
787	7659	2060
788	7668	2050
789	7679	2041
790	7691	2032
791	7703	2023
792	7715	2013
793	7727	2004
794	7739	1995
795	7752	1986
796	7763	1977
797	7775	1968
798	7788	1959
799	7800	1950
800	7812	1940
801	7826	1932
802	7837	1922
803	7849	1913
804	7861	1904
805	7873	1895
806	7886	1886
807	7896	1876
808	7906	1866
809	7916	1856
810	7923	1846
811	7930	1836
812	7937	1825
813	7943	1815
814	7950	1804
815	7956	1794
816	7962	1783
817	7968	1772
818	7974	1762
819	7981	1752
820	7987	1741
821	7994	1731
822	8001	1720
823	8008	1710
824	8015	1700
825	8022	1689
826	8030	1679
827	8038	1669
828	8066	1663
829	8074	1653
830	8082	1643
831	8090	1633
832	8097	1623
833	8105	1613
834	8112	1603
835	8119	1592
836	8127	1582
837	8134	1572
838	8142	1562
839	8150	1552
840	8158	1542
841	8166	1532
842	8173	1522
843	8182	1512
844	8190	1502
845	8198	1492
846	8205	1482
847	8215	1472
848	8225	1462
849	8232	1452
850	8240	1442
851	8246	1432
852	8253	1422
853	8260	1412
854	8267	1402
855	8273	1391
856	8279	1381
857	8286	1371
858	8293	1361
859	8299	1351
860	8306	1340
861	8312	1330
862	8319	1320
863	8325	1310
864	8332	1300
865	8338	1290
866	8344	1280
867	8351	1270
868	8357	1259
869	8365	1250
870	8373	1240
871	8380	1230
872	8388	1220
873	8396	1210
874	8404	1200
875	8423	1192
876	8431	1182
877	8439	1172
878	8447	1162
879	8455	1153
880	8463	1143
881	8471	1133
882	8479	1123
883	8487	1113
884	8495	1103
885	8502	1094
886	8510	1084
887	8518	1074
888	8526	1064
889	8533	1054
890	8541	1044
891	8550	1035
892	8558	1025
893	8565	1015
894	8572	1005
895	8579	995
896	8589	986
897	8597	976
898	8606	966
899	8612	956
900	8632	948
901	8639	938
902	8646	928
903	8653	918
904	8662	909
905	8669	899
906	8677	889
907	8685	879
908	8692	870
909	8700	860
910	8708	850
911	8716	841
912	8724	831
913	8732	821
914	8740	811
915	8749	802
916	8759	792
917	8767	783
918	8775	773
919	8782	763
920	8790	753
921	8797	744
922	8805	734
923	8812	724
924	8820	715
925	8828	705
926	8837	695
927	8844	686
928	8858	677
929	8866	667
930	8874	657
931	8882	648
932	8890	638
933	8898	628
934	8906	619
935	8913	609
936	8921	599
937	8929	590
938	8938	580
939	8958	571
940	8976	562
941	8994	553
942	9014	544
943	9032	535
944	9052	526
945	9069	517
946	9087	508
947	9107	499
948	9127	490
949	9143	481
950	9160	472
951	9180	462
952	9197	453
953	9216	444
954	9235	435
955	9253	425
956	9273	416
957	9292	407
958	9310	398
959	9342	389
960	9358	379
961	9376	370
962	9395	360
963	9415	351
964	9433	342
965	9454	332
966	9473	323
967	9494	313
968	9510	304
969	9527	294
970	9546	285
971	9564	275
972	9581	265
973	9618	256
974	9629	246
975	9637	236
976	9646	227
977	9653	217
978	9660	207
979	9667	197
980	9675	187
981	9682	177
982	9689	167
983	9696	157
984	9703	147
985	9710	137
986	9717	127
987	9724	118
988	9731	108
989	9748	98
990	9755	88
991	9762	78
992	9769	68
993	9776	59
994	9782	49
995	9789	39
996	9797	29
997	9804	19
998	9811	9
999	9817	0
