iter	RMSE
0	0.1130088202
1	0.1104037844
2	0.1076860807
3	0.1051701506
4	0.1027390608
5	0.1003073335
6	0.09793700886
7	0.0957610196
8	0.09350241899
9	0.09139928889
10	0.08946789082
11	0.08756161942
12	0.08550895262
13	0.08373430277
14	0.08208357608
15	0.08016314192
16	0.07846568839
17	0.07706387339
18	0.07551898191
19	0.0739541579
20	0.0725690809
21	0.0711664371
22	0.06982137196
23	0.06848571973
24	0.06731939545
25	0.06593997695
26	0.06468346859
27	0.06345567591
28	0.06238292667
29	0.06127561927
30	0.06026421103
31	0.05910674066
32	0.05815944465
33	0.05731589357
34	0.05642958406
35	0.05549521944
36	0.05464267107
37	0.05387011501
38	0.05302490879
39	0.05236913125
40	0.0517065757
41	0.05105011601
42	0.05042811044
43	0.04973285246
44	0.04915096874
45	0.04849891279
46	0.04787902033
47	0.04726147589
48	0.04670756045
49	0.04611195824
50	0.04547798298
51	0.04487996889
52	0.04440019993
53	0.04392204465
54	0.04341577298
55	0.04294627481
56	0.04250398987
57	0.04205519414
58	0.04156705109
59	0.04116997012
60	0.0407579488
61	0.04042673279
62	0.04001469104
63	0.03962477559
64	0.03932248284
65	0.03902696953
66	0.03875411132
67	0.03850547137
68	0.03820158018
69	0.03790461582
70	0.03759301185
71	0.03726975594
72	0.03696003682
73	0.03666876263
74	0.03642630749
75	0.03615874165
76	0.03589301242
77	0.03563624931
78	0.03537523116
79	0.03512908515
80	0.03492876936
81	0.03471038516
82	0.03446049686
83	0.03422501774
84	0.03406746657
85	0.03387150925
86	0.033661135
87	0.03346631551
88	0.03326994362
89	0.03309170952
90	0.03284962613
91	0.03264612504
92	0.03246470138
93	0.03227768289
94	0.03210986727
95	0.03196154935
96	0.03180241318
97	0.03157994643
98	0.03141020175
99	0.03124925962
100	0.03113621942
101	0.03096894839
102	0.0308482255
103	0.03075357529
104	0.0305904577
105	0.03049474614
106	0.03035968375
107	0.03022289767
108	0.0301017784
109	0.0299838793
110	0.02984898144
111	0.029735714
112	0.02960978468
113	0.02948098896
114	0.02932651464
115	0.02920910865
116	0.02913070672
117	0.02899398867
118	0.02889660186
119	0.02876968233
120	0.02863316019
121	0.02852779986
122	0.02841148936
123	0.02831244053
124	0.02822965547
125	0.02812273149
126	0.02800996099
127	0.02788813698
128	0.02780792656
129	0.0276972424
130	0.02758795446
131	0.02748841252
132	0.02738482685
133	0.02731540466
134	0.02724578285
135	0.02719837027
